#id,ra,dec
447,38.91891891891892,-59.142857142857146
448,43.78378378378378,-59.142857142857146
449,48.648648648648646,-59.142857142857146
450,53.513513513513516,-59.142857142857146
451,58.378378378378386,-59.142857142857146
452,63.24324324324325,-59.142857142857146
453,68.10810810810811,-59.142857142857146
454,72.97297297297297,-59.142857142857146
455,77.83783783783784,-59.142857142857146
456,82.7027027027027,-59.142857142857146
457,87.56756756756756,-59.142857142857146
458,92.43243243243242,-59.142857142857146
459,97.29729729729729,-59.142857142857146
460,102.16216216216216,-59.142857142857146
461,107.02702702702703,-59.142857142857146
462,111.89189189189189,-59.142857142857146
463,116.75675675675677,-59.142857142857146
464,121.62162162162161,-59.142857142857146
465,126.4864864864865,-59.142857142857146
466,131.35135135135135,-59.142857142857146
467,136.21621621621622,-59.142857142857146
468,141.08108108108107,-59.142857142857146
469,145.94594594594594,-59.142857142857146
470,150.8108108108108,-59.142857142857146
471,155.67567567567568,-59.142857142857146
472,160.54054054054055,-59.142857142857146
473,165.4054054054054,-59.142857142857146
474,170.27027027027026,-59.142857142857146
475,175.13513513513513,-59.142857142857146
476,180.0,-59.142857142857146
477,184.86486486486484,-59.142857142857146
478,189.7297297297297,-59.142857142857146
479,194.59459459459458,-59.142857142857146
480,199.45945945945945,-59.142857142857146
481,204.32432432432432,-59.142857142857146
482,209.18918918918916,-59.142857142857146
483,214.05405405405406,-59.142857142857146
484,218.9189189189189,-59.142857142857146
485,223.78378378378378,-59.142857142857146
486,228.64864864864862,-59.142857142857146
487,233.51351351351354,-59.142857142857146
488,238.37837837837836,-59.142857142857146
489,243.24324324324323,-59.142857142857146
490,248.1081081081081,-59.142857142857146
491,252.972972972973,-59.142857142857146
492,257.8378378378378,-59.142857142857146
493,262.7027027027027,-59.142857142857146
494,267.56756756756755,-59.142857142857146
495,272.43243243243245,-59.142857142857146
496,277.2972972972973,-59.142857142857146
497,282.16216216216213,-59.142857142857146
498,287.02702702702703,-59.142857142857146
499,291.8918918918919,-59.142857142857146
500,296.7567567567568,-59.142857142857146
501,301.6216216216216,-59.142857142857146
502,306.48648648648646,-59.142857142857146
503,311.35135135135135,-59.142857142857146
504,316.2162162162162,-59.142857142857146
505,321.0810810810811,-59.142857142857146
506,325.94594594594594,-59.142857142857146
507,330.8108108108108,-59.142857142857146
508,335.6756756756757,-59.142857142857146
509,340.5405405405405,-59.142857142857146
510,345.40540540540536,-59.142857142857146
511,350.27027027027026,-59.142857142857146
512,355.1351351351351,-59.142857142857146
513,0.0,-56.57142857142857
514,4.556962025316456,-56.57142857142857
515,9.113924050632912,-56.57142857142857
516,13.670886075949369,-56.57142857142857
517,18.227848101265824,-56.57142857142857
518,22.78481012658228,-56.57142857142857
519,27.341772151898738,-56.57142857142857
520,31.89873417721519,-56.57142857142857
521,36.45569620253165,-56.57142857142857
522,41.01265822784811,-56.57142857142857
523,45.56962025316456,-56.57142857142857
524,50.12658227848102,-56.57142857142857
525,54.683544303797476,-56.57142857142857
526,59.240506329113934,-56.57142857142857
527,63.79746835443038,-56.57142857142857
528,68.35443037974684,-56.57142857142857
529,72.9113924050633,-56.57142857142857
530,77.46835443037976,-56.57142857142857
531,82.02531645569621,-56.57142857142857
532,86.58227848101266,-56.57142857142857
533,91.13924050632912,-56.57142857142857
534,95.69620253164558,-56.57142857142857
535,100.25316455696203,-56.57142857142857
536,104.8101265822785,-56.57142857142857
537,109.36708860759495,-56.57142857142857
538,113.9240506329114,-56.57142857142857
539,118.48101265822787,-56.57142857142857
540,123.03797468354432,-56.57142857142857
541,127.59493670886076,-56.57142857142857
542,132.15189873417722,-56.57142857142857
543,136.7088607594937,-56.57142857142857
544,141.26582278481015,-56.57142857142857
545,145.8227848101266,-56.57142857142857
546,150.37974683544303,-56.57142857142857
547,154.93670886075952,-56.57142857142857
548,159.49367088607596,-56.57142857142857
549,164.05063291139243,-56.57142857142857
550,168.60759493670886,-56.57142857142857
551,173.16455696202533,-56.57142857142857
552,177.7215189873418,-56.57142857142857
553,182.27848101265823,-56.57142857142857
554,186.8354430379747,-56.57142857142857
555,191.39240506329116,-56.57142857142857
556,195.9493670886076,-56.57142857142857
557,200.50632911392407,-56.57142857142857
558,205.0632911392405,-56.57142857142857
559,209.620253164557,-56.57142857142857
560,214.17721518987344,-56.57142857142857
561,218.7341772151899,-56.57142857142857
562,223.29113924050634,-56.57142857142857
563,227.8481012658228,-56.57142857142857
564,232.40506329113927,-56.57142857142857
565,236.96202531645574,-56.57142857142857
566,241.51898734177215,-56.57142857142857
567,246.07594936708864,-56.57142857142857
568,250.6329113924051,-56.57142857142857
569,255.18987341772151,-56.57142857142857
570,259.746835443038,-56.57142857142857
571,264.30379746835445,-56.57142857142857
572,268.86075949367086,-56.57142857142857
573,273.4177215189874,-56.57142857142857
574,277.97468354430384,-56.57142857142857
575,282.5316455696203,-56.57142857142857
576,287.0886075949367,-56.57142857142857
577,291.6455696202532,-56.57142857142857
578,296.20253164556965,-56.57142857142857
579,300.75949367088606,-56.57142857142857
580,305.3164556962025,-56.57142857142857
581,309.87341772151905,-56.57142857142857
582,314.4303797468355,-56.57142857142857
583,318.9873417721519,-56.57142857142857
584,323.5443037974684,-56.57142857142857
585,328.10126582278485,-56.57142857142857
586,332.65822784810126,-56.57142857142857
587,337.2151898734177,-56.57142857142857
588,341.7721518987342,-56.57142857142857
589,346.32911392405066,-56.57142857142857
590,350.8860759493671,-56.57142857142857
591,355.4430379746836,-56.57142857142857
592,0.0,-54.0
593,4.285714285714286,-54.0
594,8.571428571428571,-54.0
595,12.857142857142858,-54.0
596,17.142857142857142,-54.0
597,21.42857142857143,-54.0
598,25.714285714285715,-54.0
599,30.000000000000004,-54.0
600,34.285714285714285,-54.0
601,38.57142857142857,-54.0
602,42.85714285714286,-54.0
603,47.142857142857146,-54.0
604,51.42857142857143,-54.0
605,55.714285714285715,-54.0
606,60.00000000000001,-54.0
607,64.28571428571429,-54.0
608,68.57142857142857,-54.0
609,72.85714285714286,-54.0
610,77.14285714285714,-54.0
611,81.42857142857143,-54.0
612,85.71428571428572,-54.0
613,90.0,-54.0
614,94.28571428571429,-54.0
615,98.57142857142858,-54.0
616,102.85714285714286,-54.0
617,107.14285714285715,-54.0
618,111.42857142857143,-54.0
619,115.71428571428571,-54.0
620,120.00000000000001,-54.0
621,124.28571428571429,-54.0
622,128.57142857142858,-54.0
623,132.85714285714286,-54.0
624,137.14285714285714,-54.0
625,141.42857142857142,-54.0
626,145.71428571428572,-54.0
627,150.0,-54.0
628,154.28571428571428,-54.0
629,158.57142857142858,-54.0
630,162.85714285714286,-54.0
631,167.14285714285714,-54.0
632,171.42857142857144,-54.0
633,175.71428571428572,-54.0
634,180.0,-54.0
635,184.2857142857143,-54.0
636,188.57142857142858,-54.0
637,192.85714285714286,-54.0
638,197.14285714285717,-54.0
639,201.42857142857144,-54.0
640,205.71428571428572,-54.0
641,210.00000000000003,-54.0
642,214.2857142857143,-54.0
643,218.57142857142858,-54.0
644,222.85714285714286,-54.0
645,227.14285714285714,-54.0
646,231.42857142857142,-54.0
647,235.71428571428572,-54.0
648,240.00000000000003,-54.0
649,244.28571428571428,-54.0
650,248.57142857142858,-54.0
651,252.8571428571429,-54.0
652,257.14285714285717,-54.0
653,261.42857142857144,-54.0
654,265.7142857142857,-54.0
655,270.0,-54.0
656,274.2857142857143,-54.0
657,278.5714285714286,-54.0
658,282.85714285714283,-54.0
659,287.14285714285717,-54.0
660,291.42857142857144,-54.0
661,295.7142857142857,-54.0
662,300.0,-54.0
663,304.28571428571433,-54.0
664,308.57142857142856,-54.0
665,312.8571428571429,-54.0
666,317.14285714285717,-54.0
667,321.42857142857144,-54.0
668,325.7142857142857,-54.0
669,330.00000000000006,-54.0
670,334.2857142857143,-54.0
671,338.5714285714286,-54.0
672,342.8571428571429,-54.0
673,347.14285714285717,-54.0
674,351.42857142857144,-54.0
675,355.7142857142857,-54.0
676,0.0,-51.42857142857143
677,4.044943820224719,-51.42857142857143
678,8.089887640449438,-51.42857142857143
679,12.134831460674157,-51.42857142857143
680,16.179775280898877,-51.42857142857143
681,20.224719101123597,-51.42857142857143
682,24.269662921348313,-51.42857142857143
683,28.314606741573034,-51.42857142857143
684,32.359550561797754,-51.42857142857143
685,36.40449438202247,-51.42857142857143
686,40.449438202247194,-51.42857142857143
687,44.49438202247191,-51.42857142857143
688,48.53932584269663,-51.42857142857143
689,52.58426966292135,-51.42857142857143
690,56.62921348314607,-51.42857142857143
691,60.67415730337079,-51.42857142857143
692,64.71910112359551,-51.42857142857143
693,68.76404494382022,-51.42857142857143
694,72.80898876404494,-51.42857142857143
695,76.85393258426967,-51.42857142857143
696,80.89887640449439,-51.42857142857143
697,84.9438202247191,-51.42857142857143
698,88.98876404494382,-51.42857142857143
699,93.03370786516854,-51.42857142857143
700,97.07865168539325,-51.42857142857143
701,101.12359550561798,-51.42857142857143
702,105.1685393258427,-51.42857142857143
703,109.21348314606742,-51.42857142857143
704,113.25842696629213,-51.42857142857143
705,117.30337078651685,-51.42857142857143
706,121.34831460674158,-51.42857142857143
707,125.39325842696628,-51.42857142857143
708,129.43820224719101,-51.42857142857143
709,133.48314606741573,-51.42857142857143
710,137.52808988764045,-51.42857142857143
711,141.57303370786516,-51.42857142857143
712,145.61797752808988,-51.42857142857143
713,149.6629213483146,-51.42857142857143
714,153.70786516853934,-51.42857142857143
715,157.75280898876403,-51.42857142857143
716,161.79775280898878,-51.42857142857143
717,165.84269662921346,-51.42857142857143
718,169.8876404494382,-51.42857142857143
719,173.93258426966293,-51.42857142857143
720,177.97752808988764,-51.42857142857143
721,182.02247191011236,-51.42857142857143
722,186.06741573033707,-51.42857142857143
723,190.1123595505618,-51.42857142857143
724,194.1573033707865,-51.42857142857143
725,198.20224719101122,-51.42857142857143
726,202.24719101123597,-51.42857142857143
727,206.29213483146066,-51.42857142857143
728,210.3370786516854,-51.42857142857143
729,214.3820224719101,-51.42857142857143
730,218.42696629213484,-51.42857142857143
731,222.47191011235955,-51.42857142857143
732,226.51685393258427,-51.42857142857143
733,230.56179775280896,-51.42857142857143
734,234.6067415730337,-51.42857142857143
735,238.65168539325842,-51.42857142857143
736,242.69662921348316,-51.42857142857143
737,246.74157303370788,-51.42857142857143
738,250.78651685393257,-51.42857142857143
739,254.83146067415728,-51.42857142857143
740,258.87640449438203,-51.42857142857143
741,262.92134831460675,-51.42857142857143
742,266.96629213483146,-51.42857142857143
743,271.0112359550562,-51.42857142857143
744,275.0561797752809,-51.42857142857143
745,279.1011235955056,-51.42857142857143
746,283.14606741573033,-51.42857142857143
747,287.19101123595505,-51.42857142857143
748,291.23595505617976,-51.42857142857143
749,295.2808988764045,-51.42857142857143
750,299.3258426966292,-51.42857142857143
751,303.3707865168539,-51.42857142857143
752,307.4157303370787,-51.42857142857143
753,311.46067415730334,-51.42857142857143
754,315.50561797752806,-51.42857142857143
755,319.55056179775283,-51.42857142857143
756,323.59550561797755,-51.42857142857143
757,327.64044943820227,-51.42857142857143
758,331.6853932584269,-51.42857142857143
759,335.7303370786517,-51.42857142857143
760,339.7752808988764,-51.42857142857143
761,343.82022471910113,-51.42857142857143
762,347.86516853932585,-51.42857142857143
763,351.91011235955057,-51.42857142857143
764,355.9550561797753,-51.42857142857143
765,0.0,-48.857142857142854
766,3.8297872340425534,-48.857142857142854
767,7.659574468085107,-48.857142857142854
768,11.48936170212766,-48.857142857142854
769,15.319148936170214,-48.857142857142854
770,19.148936170212767,-48.857142857142854
771,22.97872340425532,-48.857142857142854
772,26.80851063829787,-48.857142857142854
773,30.638297872340427,-48.857142857142854
774,34.46808510638298,-48.857142857142854
775,38.297872340425535,-48.857142857142854
776,42.12765957446808,-48.857142857142854
777,45.95744680851064,-48.857142857142854
778,49.787234042553195,-48.857142857142854
779,53.61702127659574,-48.857142857142854
780,57.4468085106383,-48.857142857142854
781,61.276595744680854,-48.857142857142854
